EXT1	EXT2	EXT3	EXT4	EXT5	EXT6	EXT7	EXT8	EXT9	EXT10	EST1	EST2	EST3	EST4	EST5	EST6	EST7	EST8	EST9	EST10	AGR1	AGR2	AGR3	AGR4	AGR5	AGR6	AGR7	AGR8	AGR9	AGR10	CSN1	CSN2	CSN3	CSN4	CSN5	CSN6	CSN7	CSN8	CSN9	CSN10	OPN1	OPN2	OPN3	OPN4	OPN5	OPN6	OPN7	OPN8	OPN9	OPN10	EXT1_E	EXT2_E	EXT3_E	EXT4_E	EXT5_E	EXT6_E	EXT7_E	EXT8_E	EXT9_E	EXT10_E	EST1_E	EST2_E	EST3_E	EST4_E	EST5_E	EST6_E	EST7_E	EST8_E	EST9_E	EST10_E	AGR1_E	AGR2_E	AGR3_E	AGR4_E	AGR5_E	AGR6_E	AGR7_E	AGR8_E	AGR9_E	AGR10_E	CSN1_E	CSN2_E	CSN3_E	CSN4_E	CSN5_E	CSN6_E	CSN7_E	CSN8_E	CSN9_E	CSN10_E	OPN1_E	OPN2_E	OPN3_E	OPN4_E	OPN5_E	OPN6_E	OPN7_E	OPN8_E	OPN9_E	OPN10_E	dateload	screenw	screenh	introelapse	testelapse	endelapse	IPC	country	lat_appx_lots_of_err	long_appx_lots_of_err
3	3	3	3	4	2	3	3	3	2	2	4	3	2	3	2	2	2	1	2	1	4	2	4	2	4	2	4	3	3	2	1	4	3	4	2	5	2	3	3	2	3	2	3	1	2	3	4	5	3	6029	2050	2002	1750	2300	3301	5499	6283	5265	4451	2749	4934	1551	2768	2284	3333	3201	3498	4539	1716	3698	1933	3382	4100	4283	6301	4236	2817	2484	2267	1933	9401	3467	3233	3434	6017	1533	3086	3301	5650	3483	3934	3283	3216	3932	3202	4365	1869	3443	3050	2016-05-05T21:39:03Z	1440	900	3	181	13	1	NO	59.95	10.75
2	4	2	4	1	4	1	5	1	5	3	3	4	4	2	3	2	2	3	2	1	2	3	5	4	5	4	4	3	4	4	4	4	2	3	2	5	2	4	4	4	3	5	3	4	1	4	3	5	4	4601	3598	2552	2668	2787	4917	3138	2701	3152	2169	3125	3095	2630	6036	3121	6230	2578	3160	3969	5231	5315	3550	3778	1735	3780	650	4491	2349	5645	4604	4997	5891	2650	4502	5813	8493	1826	5928	1604	20335	2299	12515	1316	4800	3782	2647	2354	3170	2211	5084	2016-06-12T22:43:11Z	768	1024	3	212	12	1	US	38.0	-97.0
4	4	3	5	2	2	2	5	2	5	5	3	5	1	2	4	5	3	4	4	1	5	5	5	2	5	2	5	5	5	4	5	5	4	3	4	3	3	1	5	5	1	5	1	3	1	4	5	5	5	25377	6854	6290	4768	6249	2802	5653	3640	2488	2118	3171	5669	4130	2533	10167	2301	2384	4702	1844	2614	3731	3989	3863	4119	10278	2918	4198	4419	2508	1616	3735	4467	2356	3341	4249	5667	8511	5850	4907	2293	2701	4417	1924	2678	5189	2704	3714	2127	1691	3971	2018-07-31T06:22:09Z	375	667	15	226	11	1	CA	43.6618	-79.3847
1	4	2	4	2	2	2	4	1	5	4	3	4	2	2	3	3	3	4	3	3	4	3	4	2	2	2	3	4	3	4	1	4	1	3	1	4	2	4	3	2	1	3	3	3	3	4	3	4	3	6727	5148	5130	2371	2840	6453	5042	4020	4819	4445	2590	4138	3519	4201	2159	3373	3429	2789	4490	1088	7256	4470	4135	4256	4935	3013	5685	6393	3474	3107	3599	5282	833	4471	9317	6993	4549	5170	6607	7312	4779	4584	8027	2975	4765	2504	5636	3630	2893	1557	2016-10-03T03:30:28Z	1440	900	5	222	16	1	SK	49.0665	18.924
1	2	3	4	2	3	1	4	2	4	2	4	3	3	2	1	2	1	3	2	3	4	1	2	4	4	2	4	2	4	2	4	4	1	3	2	3	2	3	3	4	2	3	1	4	2	4	4	4	4	4323	4439	3234	1898	1934	2301	2667	949	2211	2438	2200	1404	1831	2335	8429	5411	1365	3537	3282	1307	5599	2234	1699	3919	983	2306	2402	3618	1332	2215	2469	4226	2452	2413	6955	1018	4981	2463	5686	8638	4545	3336	2703	2135	2098	2532	4537	2190	3653	2000	2017-01-22T01:57:52Z	375	667	227	221	7	1	AU	-34.9269	138.6
3	2	3	4	3	2	2	4	2	4	4	1	4	2	3	3	4	4	4	3	1	5	3	5	2	5	2	4	3	4	2	4	4	3	2	3	4	3	4	3	5	2	5	1	3	1	5	4	5	4	15661	4618	5536	17182	3753	4435	6229	3412	6785	3933	35418	7570	5988	5601	4435	5506	5050	884	5574	2261	9268	3867	9477	3884	5214	3902	5151	3653	3866	3373	21020	6534	2956	6499	5286	7531	4303	85403	4017	3088	5136	16329	3180	5916	6285	3511	3951	6294	4181	4221	2017-04-21T12:46:40Z	320	570	61	408	10	1	US	38.0	-97.0
1	5	3	3	3	3	1	5	1	5	5	5	5	3	5	5	3	1	5	1	3	5	5	3	1	1	1	5	1	3	3	3	5	3	1	1	3	3	1	3	3	3	5	3	3	1	1	1	1	5	11425	3234	3952	3515	3621	4042	3407	7372	6380	4484	2731	3110	2130	3681	3134	6157	2582	4223	2403	2323	3406	4170	2234	4168	4509	6201	8385	3441	2574	4079	3667	3317	2835	2652	5540	1549	3132	694	2162	3352	2966	4106	2284	2431	2911	683	831	4107	4017	2248	2018-04-24T09:05:04Z	375	667	6	184	18	1	US	38.0	-97.0
2	3	3	5	2	2	5	4	2	4	5	2	5	1	4	4	5	4	4	5	1	4	1	5	2	5	1	2	5	2	4	3	4	3	1	2	4	3	4	4	4	1	4	2	3	2	3	3	5	5	11342	1319	3559	1515	971	1752	2755	1152	1534	1516	1924	1306	863	1535	2087	1598	972	1497	1160	782	1635	2046	1276	1323	1396	1604	3043	2350	1445	1784	4909	1827	2187	1075	2232	4187	1439	2265	1139	1872	2243	2400	961	2960	1780	1102	2478	1068	1887	2448	2018-07-09T20:58:30Z	1920	1080	2	102	10	2	US	34.1489	-117.6564
4	3	4	3	4	2	5	5	3	3	2	5	3	1	4	4	1	1	4	4	3	5	2	4	2	4	2	4	4	3	4	2	5	5	3	2	5	2	4	3	3	3	5	1	3	1	4	2	5	3	8990	3980	3880	3760	3966	7316	4322	4800	3843	6257	3948	933	1468	5154	3082	4100	4315	3058	4421	8604	10218	4252	5411	3885	4864	13859	6706	3832	3801	5989	10227	10063	4702	3830	9270	4927	4206	4778	3145	3218	5141	5741	4228	5545	4595	3206	6144	3058	3870	741	2016-07-28T16:38:04Z	320	570	61	258	15	1	GB	51.5	-0.13
2	2	2	2	4	1	2	2	4	3	3	3	4	2	4	4	3	3	4	4	1	4	4	4	2	3	2	4	4	3	2	5	4	3	1	4	5	3	2	2	3	2	5	2	4	1	3	3	5	4	6148	1704	3882	2453	11243	1681	2735	1829	6626	2343	1512	1305	1459	1868	1696	1084	1968	2562	1008	1419	4405	1048	1495	2995	4028	4013	3312	1879	1831	1857	2025	2591	1298	2057	1524	2557	3125	1488	1837	2442	3225	6054	1855	3045	1670	2424	2002	98733	2185	3137	2016-11-27T05:12:42Z	1920	1080	288	230	6	1	DE	51.0	9.0
1	5	1	5	2	5	1	5	1	5	2	4	2	3	2	2	1	1	4	4	4	2	2	2	3	2	4	2	1	4	3	1	4	1	2	1	4	4	2	2	3	2	2	1	3	4	4	2	4	2	276230	2903	8841	4350	7793803	6011	4414	2015	3095	2506	6290	4891	3755	4374	29782	7584	4827	1749	4180	5121	4961	11410	1456	132204	15013	2333	30348	3096	2981	3323	1810	2888	5206	7157	5238	8989	74757	1041	3463	2921	3428	2206731	4251	3567	6611	1960	5169	2542	4703	3767	2016-08-14T21:17:00Z	360	640	35	10748	7	1	US	32.2217	-110.9265
3	5	2	5	1	4	2	5	2	5	2	4	5	4	2	1	4	4	2	5	5	3	1	5	2	5	4	5	4	4	3	4	4	2	2	2	4	2	4	5	2	3	5	3	4	3	2	2	4	3	16226	9451	6290	5239	5633	10867	651	8036	34509	6008	2249	26042	6659	52589	882	23988	5281	28054	4239	33456	7122	6677	11586	17163	13084	3250	13446	6532	3749	26072	26338	8299	3565	4316	55721	39555	11787	29648	2983	61723	20805	5361	4775	2800	2967	11657	22776	3995	3856	4495	2017-03-04T10:30:07Z	375	667	14	735	25	1	CR	9.9333	-84.0833
4	1	5	2	4	1	3	2	5	3	4	4	5	5	2	2	3	4	4	2	1	5	3	5	1	5	1	5	5	3	3	4	4	2	2	4	5	4	1	4	5	2	5	2	5	1	4	5	5	5	5686	2583	2012	5480	3615	2485	8042	3234	2049	5007	5535	2470	1784	4818	4819	2536	2118	3602	1842	617	1784	3752	4435	2915	1365	1437	2131	3242	2534	1151	4504	3751	2001	1560	2341	3336	1570	2466	5369	3745	1102	2917	1805	2318	1017	3101	3123	720	2033	1491	2016-03-31T20:42:38Z	1280	800	2	147	9	2	US	36.0525	-79.1077
4	1	5	2	5	1	4	2	5	2	3	4	2	3	3	3	5	4	2	2	3	4	1	3	5	4	4	4	3	5	3	3	2	4	1	3	4	3	3	2	2	1	3	2	3	2	5	1	4	3	9396	2683	2771	4336	750	2554	4306	6420	2133	5009	3600	3295	3350	2251	2350	1784	2369	4039	2337	1267	4557	1938	12071	1985	2578	2234	3203	3067	3119	4683	2127	2750	8060	3584	21793	4402	2252	16186	4743	4613	6774	6008	3156	3291	2501	2997	2660	4086	3853	1485	2018-01-05T15:16:27Z	1280	800	11966	215	9	2	US	36.181	-115.1701
2	4	4	4	4	3	1	5	3	5	5	3	5	4	4	4	3	2	4	2	1	4	2	5	1	4	1	4	4	4	4	4	5	2	4	1	5	1	4	4	4	2	4	3	5	1	4	4	4	3	3684	1696	5746	2536	3776	2580	3384	3166	1790	2507	4945	2720	1575	3997	1599	4316	4647	3774	1967	1501	4583	1546	2164	3350	2970	1633	3566	2077	1643	3053	2193	5333	2469	803	1844	2304	1017	3147	1500	2620	2054	2457	2646	1953	2240	2963	2189	1892	2803	1647	2016-04-08T12:14:12Z	1280	1024	3	136	9	1	US	36.0937	-96.9875
1	5	2	5	1	3	1	1	1	5	3	2	4	3	1	2	2	1	2	4	4	4	2	1	4	1	2	1	1	2	4	5	4	2	3	2	4	2	2	3	3	2	4	1	2	1	4	3	4	4	3733	2149	2129	2041	1363	1459	3169	3341	2073	2105	5858	8895	42261	14280	3842	3220	2157	2005	2305	3385	6741	1756	2928	2896	2229	2113	1893	3551	1484	2679	5784	3276	2706	3071	2425	2358	2049	1971	1235	2868	3224	12362	1051	5804	2512	2723	3773	2646	2133	2185	2017-11-21T19:06:44Z	1440	900	9	208	12	1	US	40.2601	-74.2738
2	4	2	3	5	5	5	4	1	5	3	5	3	1	4	4	4	4	4	5	5	3	4	3	3	5	2	5	4	4	2	2	5	3	5	1	4	3	2	3	1	2	1	2	3	1	3	2	3	3	68081	19141	7805	11770	2965	3401	38463	9036	6354	3175	5020	4349	4279	54941	7999	1939	5063	43395	2799	46075	4301	7406	1500	4365	6820	2509	4008	8324	9370	23045	3802	9578	4562	3740	5799	8213	2441	5534	3116	5301	4057	78787	10657	10440	5108	6149	6994	12785	32406	2063	2017-01-18T20:49:17Z	1366	768	5	642	72	10	MY	2.5	112.5
1	4	2	4	2	4	2	4	4	4	4	3	4	4	4	3	3	3	4	4	1	4	4	4	2	4	2	2	4	3	3	4	4	3	2	4	4	4	4	4	2	3	4	2	4	3	4	3	5	3	6718	4458	2203	1951	4866	4776	3069	2639	2723	2589	5152	4673	2947	2951	4534	2989	3061	5032	3570	1977	4189	2567	5124	8296	2636	3198	3005	5003	2988	2854	3397	4259	7210	4866	8599	4120	3282	3123	8169	4418	2562	4865	2171	4188	4601	4994	2893	4326	6107	1030	2016-06-19T22:59:04Z	414	736	21	203	11	1	US	21.343	-157.9349
4	3	5	3	4	2	2	1	5	5	4	3	5	1	2	2	3	3	2	4	3	4	2	4	2	3	2	2	4	3	2	2	5	1	3	1	5	4	2	4	5	1	4	1	4	1	5	5	5	5	9747	5463	9649	6803	3912	31750	12217	12173	3284	7932	5311	7537	5496	46802	9493	13200	14914	3041	7634	6842	18862	5530	13290	10026	11491	4300	6588	10833	10313	10925	5785	7418	5031	11568	8459	7933	5304	17856	12188	7693	23696	12857	7398	13374	8564	10738	2107	4627	4779	16708	2018-07-20T13:53:49Z	1366	768	55	522	19	1	DE	53.55	10.0
1	5	1	5	1	5	1	2	2	5	5	4	5	4	5	2	3	2	2	2	3	1	4	2	4	5	5	1	2	4	3	4	5	4	2	4	4	3	4	3	4	4	5	4	3	1	3	4	5	3	6775	3434	3286	4685	1506	3188	4335	3927	4520	1672	1898	4389	4624	3302	1816	5333	2322	9340	2226	6185	6569	1803	2701	4350	2401	1185	5369	1017	9695	7724	3771	6817	3248	3336	10123	2900	892	7099	2732	1785	2470	2432	868	5846	3768	5471	2454	1513	7849	1386	2016-09-24T09:39:22Z	375	667	10	200	13	1	CA	49.2249	-123.1052
2	2	5	3	5	2	5	3	1	1	4	3	5	3	3	4	3	4	4	1	1	4	2	4	3	5	1	3	3	4	3	1	5	1	3	1	5	1	3	5	1	5	3	5	3	3	3	1	5	3	21295	6797	3976	27787	2766	5702	15395	16244	4737	5291	27663	16540	1998	2903	13250	16209	5583	7966	7031	6201	9420	5550	18453	4739	8652	5486	8126	7212	12295	4922	3465	7888	4556	12099	15899	4303	21200	7357	13917	3521	12050	6726	4272	4256	11038	15936	7485	4615	8646	2605	2018-10-02T20:15:43Z	1366	768	117	474	20	1	US	38.9918	-74.8149
3	1	3	3	5	1	5	3	3	3	4	3	4	3	1	1	3	3	3	1	5	2	1	5	2	5	2	3	5	3	4	1	5	2	5	4	5	3	5	4	3	3	3	3	5	1	4	1	4	5	15662	5227	4116	10189	3340	8587	8123	5495	4026	6384	6211	5255	3084	3293	5103	4468	5934	6154	3443	4347	7720	6236	3588	3636	8480	4439	9260	12689	5857	4449	4058	6059	3438	9201	6358	6728	4551	3876	3517	11640	4203	5915	3729	7573	3380	5027	4519	4656	6099	3864	2018-03-10T20:23:53Z	1366	768	6	294	25	2	US	40.5068	-74.2654
1	4	4	4	3	4	2	5	3	5	4	2	5	2	4	4	4	3	3	3	2	4	1	4	3	5	1	5	4	5	3	2	4	4	2	3	4	1	3	3	3	1	5	2	4	2	4	3	4	3	4755	2286	2006	5385	2843	1550	2762	4944	4534	3282	1312	2424	3412	2006	2392	810	1487	1542	4430	1476	1781	1487	1710	1186	1821	2312	3524	1758	1268	762	2560	2490	2391	1582	2736	3934	3056	1958	2939	2774	1920	9166	721	3074	1493	2258	2708	1516	2128	1806	2017-04-02T17:44:03Z	1280	800	5	127	9	1	US	33.6306	-112.3332
5	3	3	3	4	4	4	2	2	3	3	3	3	3	3	3	4	3	3	2	3	5	1	5	1	4	2	4	4	4	4	4	3	2	3	4	3	3	4	2	3	3	4	5	4	2	4	2	4	4	9282	11536	833	2765	48581	7742	5749	19137	7594	2270	2065	4170	4398	10400	15856	9880	4370	2984	2040	11131	3321	30843	19608	5701	12717	5060	3707	97145	2076	12665	16443	14737	10111	4300	70264	12959	2621	18825	3441	6762	16793	8794	157425	5834	3178	5846	4889	4962	171131	11180	2017-03-01T03:21:07Z	1518	853	3	929	17	4	NL	52.4385	4.8264
1	4	1	5	1	2	1	1	1	5	5	1	5	3	4	5	5	5	4	5	1	2	3	5	4	5	2	4	4	1	2	2	4	3	2	4	5	3	1	2	4	2	3	1	3	1	4	4	5	4	5388	8828	4035	5600	3130	23410	7129	27310	3835	9571	5636	2492	3120	7537	4035	3304	3085	5220	3156	3136	5001	4536	6131	4585	5233	3700	5753	7373	2572	4054	3548	10272	12792	9718	7068	10839	5895	4180	4364	7102	6454	7776	5037	4229	8525	6317	5624	4836	8734	1716	2016-05-31T10:10:45Z	1280	800	75	324	21	1	US	38.8003	-90.6265
3	3	4	2	3	2	3	4	2	5	2	2	2	2	2	4	2	5	4	4	2	4	2	4	2	4	2	4	4	4	4	4	3	4	4	4	2	1	2	4	4	1	3	1	4	3	5	1	5	3	38976	2563	6966	10119	4974	36940	7283	13784	11480	5066	8583	13818	10052	2800	28464	14090	2772	3700	3247	6569	11018	6166	2833	6026	5547	7316	2799	14818	3534	12516	7550	18475	3147	33873	2631	8128	5816	10216	4835	16735	3754	5767	2322	4539	6068	5599	3563	5633	3133	4894	2016-04-09T11:25:38Z	1280	800	7	451	16	1	IT	42.8333	12.8333
1	4	3	4	3	2	1	4	2	3	5	2	4	3	3	3	2	2	3	2	4	2	2	2	4	2	4	2	1	3	4	1	4	1	3	1	5	2	3	5	4	2	3	2	5	2	4	3	5	5	167917630	3009	3325	3088	2102	5294	7408	3281	3627	4141	15081	2953	2439	4558	13693	6643	3057	10858	3313	6842	1251	3813	9114	9003	4212	2125	6742	2127	8033	6098	5073	4446	2689	3419	8834	2326	2087	7377	1767	1628	3168	11991	5343	4526	4129	4905	2409	4157	4458	2954	2018-04-27T23:38:59Z	1440	900	3526	168164	13	1	US	37.7862	-122.4371
1	5	5	3	5	3	1	5	1	3	3	1	3	1	1	3	1	1	5	1	3	5	1	3	5	1	3	1	3	3	5	1	5	1	1	1	3	1	5	3	3	3	1	5	1	5	5	1	5	3	33716	3081	5685	3578	3036	2554	5368	7003	2096	1352	3883	21634	6874	2060	5034	2319	3862	1969	6791	2989	11996	4439	3614	2896	5736	5544	7580	5223	4072	11336	7074	4192	2448	2094	4376	4192	7464	2049	3144	5781	4688	3061	5050	5381	3889	5308	2862	1764	3543	3920	2016-09-19T06:25:11Z	1024	600	28	272	16	2	MY	2.196	102.2405
1	3	2	4	3	3	1	5	1	5	5	1	4	2	5	5	3	4	5	5	4	3	3	3	5	3	5	3	3	5	3	2	5	3	1	4	4	5	5	4	2	2	4	2	4	2	4	2	5	4	9643	5834	1738	7006	8719	5042	7219	3387	3529	4930	3020	5539	3435	12381	4006	3503	10303	10386	3562	4813	3681	8227	3512	5664	10765	4155	5040	9465	13958	6077	4361	3779	2565	6320	5277	12637	3860	5837	47390	7549	4576	5760	3809	6052	2151	6978	3844	8522	2939	2211	2016-03-29T18:31:52Z	1920	1080	577	336	9	1	US	32.6971	-96.6857
3	4	3	4	2	1	3	4	5	3	3	5	4	2	1	1	5	5	2	4	1	5	4	5	1	5	1	4	5	5	3	3	5	2	3	4	4	4	5	5	4	1	5	1	4	1	5	5	5	5	7298	2827	2566	3596	2998	3920	6064	4167	3300	2952	2779	3029	4032	28933	3386	2778	1265	2282	6845	5989	3472	2084	2654	2841	5495	1823	3163	3695	1773	2431	2294	5180	6200	4019	2021	4912	9277	7701	1153	2914	2839	7304	3001	3327	1910	2184	2468	1550	4303	2727	2016-07-19T21:28:15Z	1366	768	2	209	11	1	US	33.6603	-117.9992
3	4	5	1	5	3	4	3	5	2	2	5	2	4	2	1	1	1	1	1	2	5	1	4	5	3	3	5	5	5	0	3	4	5	2	1	3	3	5	3	4	1	4	1	4	1	3	4	5	3	30262	12583	6552	4023	13273	16291	11811	3365	3404	11625	8451	3669	6856	62294	11930	2332	2184	1977	1663	3480	10168	20125	2330	54536	7219	9293	3718	12548	12480	8341	0	7781	3886	7131	11872	4838	1800	6904	4446	33767	14609	4683	3423	8813	7182	2488	7061	11114	5930	2470	2018-06-26T19:12:45Z	1366	768	121	519	20	1	US	47.3223	-122.3126
2	2	4	2	4	2	4	4	4	2	3	4	3	4	2	2	2	1	2	1	1	5	1	5	1	5	1	5	4	4	4	4	4	2	3	4	3	1	4	4	4	1	4	2	4	1	4	4	3	4	6786	4879	2791	3359	1765	2100	3128	3176	4295	3919	1334	1935	2086	3523	2041	3274	5251	2901	1554	1400	2220	1261	1605	4568	2653	2421	1705	3294	2479	1684	4882	2273	1594	2663	3178	3201	6495	2493	1774	2021	1332	2856	1700	3761	3380	2725	843	2035	2083	1403	2017-10-21T12:08:28Z	1536	864	3	139	8	2	US	36.022	-80.2914
2	0	5	2	3	2	4	5	2	5	3	3	3	2	3	4	5	4	5	3	5	3	4	5	1	5	1	5	4	5	5	4	2	3	2	4	5	5	5	5	2	2	1	1	4	5	5	1	2	3	10407	0	4198	5170	5570	4669	11810	17223	4735	6601	7724	5667	4675	3178	3558	11353	12209	6835	1720	2994	7083	48164	6142	2634	9924	12763	13553	6415	2109	3995	1885	9272	2517	4811	3859	3771	19753	16702	2256	4238	2070	11742	4732	10604	8641	8494	4734	3928	2382	3209	2018-04-18T07:13:28Z	1366	768	5	374	12	73	US	35.994	-78.8986
4	2	3	3	4	2	3	3	3	4	2	4	3	3	2	1	1	1	1	2	2	4	4	3	2	1	3	4	3	4	3	5	4	2	1	4	4	1	4	4	3	1	4	2	3	1	4	3	4	4	12055	2419	3349	2470	2803	3974	3107	2610	1887	1611	9457	6092	2769	3016	2646	3524	8782	6252	2805	1287	7500	2123	2506	3280	4032	3080	1869	1453	1888	1146	4431	3189	3829	1639	2100	5983	2004	4736	5008	3100	3913	2374	1949	1831	1267	5483	1143	2726	2039	3440	2016-09-06T09:42:53Z	375	667	8	176	14	11	SG	1.2931	103.8558
1	5	2	5	1	5	1	5	1	5	5	3	3	1	1	5	4	5	5	5	4	2	4	2	3	2	4	2	3	2	2	3	2	5	1	4	3	5	2	3	1	3	5	3	3	2	3	3	3	2	10422	4554	7085	9363	6852	960	5625	3348	3074	3991	3791	3817	4064	5819	3526	3765	2797	5577	5079	3394	9759	11340	3793	6523	3142	10593	7489	3877	4712	3571	3746	4294	4605	4172	2464	6267	4741	8205	2605	4584	6256	5173	1758	3505	3380	3766	3411	3180	3244	5680	2016-07-22T13:43:52Z	534	320	286	256	18	1	US	34.7888	-92.4127
4	2	4	3	3	3	4	4	2	2	3	4	3	3	3	2	2	2	2	3	3	4	2	4	2	3	2	3	3	4	3	3	4	2	3	2	2	3	3	4	2	2	3	2	4	2	4	2	3	4	18849	5284	5876	12104	6579	3812	6113	4359	5741	4301	7749	10240	4219	7742	4651	4219	4471	6336	12257	10036	4073	16541	3381	10136	8938	4332	5895	9366	5469	6733	8425	1070	9639	1003	4140	6291	15185	4318	1062	1840	3108	1312	1101	4627	3187	4304	8014	3809	4659	2791	2016-04-05T08:09:23Z	360	640	23	314	42	1	PK	33.69	73.0551
1	4	1	5	2	1	1	4	2	5	4	2	5	1	4	3	4	2	3	4	3	1	5	0	3	3	3	3	1	3	4	3	5	3	2	1	4	4	4	3	5	1	5	1	5	1	3	3	4	5	1466	3397	2767	6566	3920	5318	4281	4083	3521	3332	6161	2884	882	9934298	11749	9499	3751	9582	3248	3305	16128	3755	6617	0	6315	7451	3637	5466	25275	4332	1183	5630	8371	846	718	868	4083	10857	7719	6931	12453	9732	883	4184	4016	4416	4319	7669	7270	2703	2016-03-06T11:02:30Z	320	568	112	10210	12	1	GB	53.4167	-3.0
2	3	4	3	3	3	1	5	2	5	1	5	5	2	3	1	2	1	2	4	5	4	1	4	2	4	2	5	5	5	3	5	3	2	4	2	4	1	5	4	3	3	5	3	3	2	3	3	4	4	7523	3198	4717	3946	3082	3640	8858	3232	5668	4345	4221	7313	3712	6935	4583	4217	3801	6390	3634	4146	5396	5471	5682	3094	6453	3811	8693	6533	4127	6716	3413	4406	3372	4667	4666	9282	4498	4825	4594	3612	3997	5132	3727	5236	11100	5785	3753	4415	4499	3399	2018-03-26T15:15:42Z	375	667	13895	253	13	1	US	38.0	-97.0
3	1	4	1	5	1	4	2	5	3	2	4	4	4	1	2	1	1	3	1	1	5	4	4	1	5	2	4	5	4	3	4	3	3	1	4	2	3	2	3	5	1	5	1	5	1	4	5	5	5	4158	1666	1400	1952	1456	1354	2072	5922	2329	2442	3070	1450	1875	2417	3536	1852	1338	3228	2542	1168	2745	2578	2984	1472	3630	1416	3464	3266	1567	2738	1968	1738	3676	3529	3378	6638	1952	2716	5628	3126	1488	2724	1677	2888	1378	2170	3550	938	1944	1502	2016-10-26T07:52:27Z	1366	768	1	129	5	1	PL	52.25	21.0
1	3	5	4	4	2	3	4	2	2	1	4	3	5	1	1	2	2	1	1	2	5	1	4	2	3	2	4	4	4	4	1	5	1	3	1	4	1	4	5	5	1	5	1	4	2	5	4	5	4	44286	5024	2640	4480	1656	2448	5928	7000	7224	5104	4351	6184	3536	45383	10864	2193	5712	3760	2896	3856	7792	4359	3120	3312	4048	2520	6008	9999	2792	5544	3664	2936	5160	3016	31487	3911	12072	20336	2871	3936	2617	5008	1224	2576	2000	5287	2328	3688	2968	2136	2018-02-25T02:50:12Z	1366	768	92	344	10	2	DE	49.9807	8.432
3	3	4	3	4	2	3	2	4	3	4	3	5	2	3	5	3	2	4	2	5	4	1	4	1	5	2	4	5	4	4	3	4	2	5	2	4	2	4	3	4	2	3	2	4	2	5	3	3	4	7792	2905	4983	6399	3168	5732	10062	5050	4416	3694	5484	1151	3362	6262	5161	2990	4042	2248	3340	2114	11510	4218	3134	2903	3780	4015	1132	16363	3537	16567	5698	7698	3396	4363	17086	6050	6285	14108	9391	11895	6518	4584	22173	4857	2588	932	2894	3801	27761	4007	2018-07-12T00:50:55Z	375	667	25	330	14	1	TR	39.9117	32.8403
4	2	5	2	3	2	4	3	3	4	3	4	3	0	2	3	3	3	3	2	1	4	3	4	2	3	2	2	4	4	4	4	4	4	1	4	4	3	4	4	2	2	5	2	4	2	4	2	4	4	4828	5034	5708	3196	2709	3451	2958	2302	3515	2538	13578	725	2873	0	2113	2304	2297	1661	1132	1225	2395	2946	2192	2258	4103	1648	1702	2315	4024	1642	2031	1857	1117	3665	1873	3088	1440	3735	2089	2802	1640	3651	2690	4139	1180	2387	2456	1334	1872	1129	2016-04-27T23:57:50Z	1680	1050	3	136	9	1	US	38.9604	-94.5764
3	3	3	4	2	2	2	4	2	4	4	3	4	2	3	4	4	4	4	2	2	3	2	3	4	3	2	2	3	3	4	2	4	3	3	3	3	3	4	3	3	2	4	2	4	2	2	3	3	3	4976	747	5192	1613	6018	3942	2527	3325	6139	3215	2054	3550	2497	925	2675	3402	7958	3039	1563	1623	2910	2310	1965	2832	6077	3500	4190	2911	3482	2587	2094	2084	1809	5979	2232	3914	1574	2558	3669	3541	4670	5024	1514	4493	4160	8222	5400	2656	3236	1839	2017-03-16T10:11:10Z	1366	768	8	173	11	12	US	39.0409	-77.0445
5	1	5	2	5	1	5	3	3	2	4	2	2	4	2	4	3	3	4	1	1	5	1	4	1	1	1	4	4	4	5	2	5	1	3	2	4	1	4	4	4	2	4	1	4	2	4	4	4	3	4461	1273	2034	2734	1278	1534	1936	1678	1345	2253	2934	1756	3298	3997	2959	2319	1201	1776	1118	1552	873	2546	2090	2782	1382	2336	1786	2621	1679	1788	1355	2968	1224	1469	1261	2064	1500	1369	1897	1655	1571	1895	1680	2310	1058	1347	3701	1888	2913	1485	2017-08-30T16:10:11Z	1084	677	8	101	5	1	US	38.0	-97.0
1	4	1	4	2	4	1	4	3	5	4	4	5	2	1	1	2	2	4	3	2	2	2	1	4	3	3	3	2	3	5	1	5	1	4	1	5	2	5	4	4	1	4	1	4	2	5	4	5	3	6171	2615	1900	3240	1751	2069	1183	1482	3551	2723	1815	2933	1683	2784	2768	2768	2116	2650	11534	1700	3663	2237	3701	7078	2668	2366	4899	6019	4684	3411	1804	5849	1818	2033	2816	2965	2785	2098	1183	3118	2033	2634	1449	3532	1615	2317	1535	1717	1133	1116	2017-03-11T14:49:49Z	375	667	4	147	6	1	US	43.6954	-116.354
4	3	4	2	4	3	4	3	4	3	2	4	2	4	2	2	2	2	2	1	1	4	2	5	2	4	2	4	5	4	2	4	2	4	2	4	4	3	3	3	4	2	3	2	4	4	2	4	3	3	15389	4389	3108	3567	3587	8714	3988	3119	3669	9759	8710	3103	3061	3885	2671	3368	3122	3349	3349	3059	10934	3525	6169	5074	5870	957	3158	928	3379	52173	688	5218	3006	4217	2950	4814	3205	8605	3246	13774	1507	7101	5091	3943	3403	3474	3271	3029	5543	4938	2016-08-19T17:01:48Z	412	732	4	281	36	1	US	37.7479	-84.2947
